   -1 inaro.wallpaper call            surfaceflinger
    2 0.000           200.56341       binder_set_nice
    2 69152.83        200.57495       binder_ioctl
    3 61.036          200.57495       binder_get_thread
    3 213.623         200.57501       binder_thread_write
    4 0.000           200.57501       binder_transaction_buffer_release
    4 61.035          200.57504       binder_free_buf
    5 0.000           200.57504       binder_update_page_range
    5 0.000           200.57504       binder_delete_free_buffer
    5 30.518          200.57504       binder_insert_free_buffer
    4 152.588         200.57507       binder_transaction
    5 0.000           200.57510       binder_update_page_range
    5 0.000           200.57510       binder_insert_free_buffer
    5 0.000           200.57510       binder_inc_node
    3 69030.76        200.57522       binder_thread_read
    4 0.000           200.57525       binder_set_nice
    2 152.588         200.57540       binder_ioctl
    3 0.000           200.57540       binder_get_thread
    3 91.552          200.57543       binder_thread_write
    4 91.552          200.57543       binder_transaction
    5 0.000           200.57543       binder_set_nice
    5 0.000           200.57546       binder_update_page_range
    5 0.000           200.57546       binder_insert_free_buffer
    5 61.035          200.57546       binder_pop_transaction
    3 0.000           200.57553       binder_thread_read
    2 762.940         200.57556       binder_ioctl
    3 0.000           200.57556       binder_get_thread
    3 122.070         200.57562       binder_thread_write
    4 61.035          200.57562       binder_transaction_buffer_release
    5 0.000           200.57562       binder_dec_node
    4 30.518          200.57562       binder_free_buf
    5 30.518          200.57562       binder_update_page_range
    5 0.000           200.57565       binder_delete_free_buffer
    5 0.000           200.57565       binder_insert_free_buffer
    3 488.281         200.57568       binder_thread_read
    4 0.000           200.57568       binder_set_nice
    2 91.552          200.57586       binder_ioctl
    3 0.000           200.57589       binder_get_thread
    3 61.035          200.57589       binder_thread_write
    4 30.518          200.57589       binder_transaction_buffer_release
    4 30.517          200.57592       binder_free_buf
    5 0.000           200.57592       binder_update_page_range
    5 30.517          200.57592       binder_delete_free_buffer
    5 0.000           200.57595       binder_insert_free_buffer
    2 274.658         200.59561       binder_ioctl
    3 0.000           200.59561       binder_get_thread
    3 91.552          200.59576       binder_thread_write
    4 91.552          200.59576       binder_transaction
    5 30.517          200.59576       binder_update_page_range
    5 0.000           200.59579       binder_insert_free_buffer
    5 0.000           200.59579       binder_inc_node
    3 30.518          200.59585       binder_thread_read
    2 57952.88        200.59588       binder_ioctl
    3 0.000           200.59588       binder_get_thread
    3 305.175         200.59591       binder_thread_read
    3 30.518          200.59594       binder_set_nice
    1 152.588         200.59606       binder_ioctl
    2 0.000           200.59606       binder_get_thread
    2 122.071         200.59606       binder_thread_write
    3 91.553          200.59609       binder_transaction
    4 0.000           200.59609       binder_set_nice
    4 0.000           200.59609       binder_update_page_range
    4 0.000           200.59613       binder_insert_free_buffer
    4 0.000           200.59613       binder_pop_transaction
    2 0.000           200.59619       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 244.140         200.56271       binder_ioctl
    1 0.000           200.56271       binder_get_thread
    1 91.553          200.56283       binder_thread_write
    2 91.553          200.56283       binder_transaction
    3 30.517          200.56286       binder_update_page_range
    3 0.000           200.56286       binder_insert_free_buffer
    3 0.000           200.56286       binder_inc_node
    1 30.517          200.56292       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         200.56314       binder_ioctl
    1 0.000           200.56314       binder_get_thread
    1 91.553          200.56317       binder_thread_write
    2 91.553          200.56317       binder_transaction
    3 0.000           200.56317       binder_set_nice
    3 30.518          200.56320       binder_update_page_range
    3 0.000           200.56320       binder_insert_free_buffer
    3 0.000           200.56323       binder_pop_transaction
    1 30.518          200.56326       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 69152.83        200.57495       binder_ioctl
    1 61.036          200.57495       binder_get_thread
    1 213.623         200.57501       binder_thread_write
    2 0.000           200.57501       binder_transaction_buffer_release
    2 61.035          200.57504       binder_free_buf
    3 0.000           200.57504       binder_update_page_range
    3 0.000           200.57504       binder_delete_free_buffer
    3 30.518          200.57504       binder_insert_free_buffer
    2 152.588         200.57507       binder_transaction
    3 0.000           200.57510       binder_update_page_range
    3 0.000           200.57510       binder_insert_free_buffer
    3 0.000           200.57510       binder_inc_node
    1 69030.76        200.57522       binder_thread_read
    2 0.000           200.57525       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         200.57540       binder_ioctl
    1 0.000           200.57540       binder_get_thread
    1 91.552          200.57543       binder_thread_write
    2 91.552          200.57543       binder_transaction
    3 0.000           200.57543       binder_set_nice
    3 0.000           200.57546       binder_update_page_range
    3 0.000           200.57546       binder_insert_free_buffer
    3 61.035          200.57546       binder_pop_transaction
    1 0.000           200.57553       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 274.658         200.59561       binder_ioctl
    1 0.000           200.59561       binder_get_thread
    1 91.552          200.59576       binder_thread_write
    2 91.552          200.59576       binder_transaction
    3 30.517          200.59576       binder_update_page_range
